ID,ra,dec,sel,imag,kmag,zspec,Qf,Q,Remarks,fits1d,ascii1d,jpg1d,fits2d
L437780,149.979965,1.960372,577,22.67,20.59,1.1690,4,2.0,"[OII],[NeIII],H+K,G","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-14.038.serendip1.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-14.038.serendip1.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-14.038.serendip1.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-14.038.m45-815729.fits"">2D Fits spectrum</a>"
L314934,149.979996,1.765278,192,21.21,19.61,0.7341,4,2.0,"[OII],K,Hg,Hb,[OIII]d",null,null,null,null
L562576,149.980103,2.154092,16,23.60,22.30,1.6400,3,2.0,[OII]d,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-26.075.OPT_var10402_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-26.075.OPT_var10402_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-26.075.OPT_var10402_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-26.075.OPT_var10402.fits"">2D Fits spectrum</a>"
L830779,149.980118,2.556179,2,20.19,18.73,0.7330,4,2.0,"H+K,G,Hb,MgI(abs)","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-50.019.BCG18_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-50.019.BCG18_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-50.019.BCG18_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-50.019.BCG18.fits"">2D Fits spectrum</a>"
L415138,149.980122,1.924874,544,24.61,22.82,1.7065,2,1.5,MgII?,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m31be.002.cid_230.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m31be.002.cid_230.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m31be.002.cid_230.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m31be.002.cid_230.fits"">2D Fits spectrum</a>"
L683931,149.980331,2.336008,128,23.35,19.86,1.4670,3,2.0,"MgIId,[OII]","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-38.062.CMIPS_21821_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-38.062.CMIPS_21821_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-38.062.CMIPS_21821_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-38.062.CMIPS_21821.fits"">2D Fits spectrum</a>"
L609738,149.980347,2.226761,256,24.73,23.93,3.9300,4,2.0,null,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-30.017.Gd-1028884_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-30.017.Gd-1028884_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-30.017.Gd-1028884_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-30.017.Gd-1028884.fits"">2D Fits spectrum</a>"
L1041656,149.980408,2.883056,128,23.20,21.16,1.2510,4,2.0,"[OII],H+K","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.LAE-164.059.24_23263_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.LAE-164.059.24_23263_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.LAE-164.059.24_23263_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.LAE-164.059.24_23263.fits"">2D Fits spectrum</a>"
L655789,149.980458,2.295336,2,23.50,21.44,0.9365,3,2.0,"[OII]d,K","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.cos-52.009.cluster_z_0.92_1.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.cos-52.009.cluster_z_0.92_1.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.cos-52.009.cluster_z_0.92_1.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.cos-52.009.cluster_z_0.92_1.fits"">2D Fits spectrum</a>"
L377454,149.980469,1.865142,1,22.69,22.72,null,0,0.0,null,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m31be.045.serendip.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m31be.045.serendip.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m31be.045.serendip.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m31be.045.MIPS_12121.fits"">2D Fits spectrum</a>"
L733774,149.980545,2.411459,128,22.30,20.75,0.7310,4,2.0,"[OII],K,Hb","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-42.076.JK_24_30761_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-42.076.JK_24_30761_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-42.076.JK_24_30761_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-42.076.JK_24_30761.fits"">2D Fits spectrum</a>"
L483042,149.980591,2.035211,8,25.15,22.93,2.3700,9,1.5,CII,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-18.101.hzoii-804871_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-18.101.hzoii-804871_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-18.101.hzoii-804871_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-18.101.hzoii-804871.fits"">2D Fits spectrum</a>"
L941379,149.980670,2.731167,256,24.61,21.50,1.0860,1,1.5,null,null,null,null,null
L621187,149.980713,2.243047,2,22.50,20.72,0.6594,4,2.0,"H+K,G,Hb(abs),MgI","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.CLAE-1.065.Z-66-1651340_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.CLAE-1.065.Z-66-1651340_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.CLAE-1.065.Z-66-1651340_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.CLAE-1.065.Z-66-1651340.fits"">2D Fits spectrum</a>"
L604415,149.980728,2.214331,2,18.76,18.91,0.0000,4,2.0,star,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.CLAE-1.048.89_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.CLAE-1.048.89_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.CLAE-1.048.89_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.CLAE-1.048.89.fits"">2D Fits spectrum</a>"
L965280,149.980800,2.768278,2,21.13,19.96,0.3490,4,2.0,null,null,null,null,null
L865069,149.980800,2.612278,2,22.82,21.79,0.9260,3,2.0,null,null,null,null,null
L672066,149.980830,2.321518,1,25.66,null,0.3470,4,2.0,"[OIII],Ha","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.cos-52.051.serendip1.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.cos-52.051.serendip1.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.cos-52.051.serendip1.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.cos-52.051.HiZELS-COSMOS-NB.fits"">2D Fits spectrum</a>"
L720054,149.980960,2.387833,2,20.57,18.86,0.7250,4,2.0,null,null,null,null,null
L777149,149.981155,2.479983,256,26.04,27.37,4.7520,3,2.0,Lya(skewed),"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-46.031.Id-1487302_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-46.031.Id-1487302_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-46.031.Id-1487302_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-46.031.Id-1487302.fits"">2D Fits spectrum</a>"
L210362,149.981201,1.599461,512,24.13,21.52,2.6550,11,1.5,CIV?,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn46.001.lid_1225.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn46.001.lid_1225.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn46.001.lid_1225.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn46.001.lid_1225.fits"">2D Fits spectrum</a>"
L436873,149.981323,1.960372,256,24.61,23.46,null,0,0.0,null,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-14.038.m45-815729_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-14.038.m45-815729_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-14.038.m45-815729_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-14.038.m45-815729.fits"">2D Fits spectrum</a>"
L926446,149.981445,2.706244,8,22.71,22.36,1.2490,3,2.0,[OII]d,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-58.102.hzoii-1699222_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-58.102.hzoii-1699222_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-58.102.hzoii-1699222_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-58.102.hzoii-1699222.fits"">2D Fits spectrum</a>"
L983737,149.981800,2.797722,128,20.57,19.73,0.6680,4,2.0,null,null,null,null,null
L831200,149.981903,2.560389,8,24.03,22.69,1.4420,3,2.0,[OII]d,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-50.105.hzoii-1476255_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-50.105.hzoii-1476255_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-50.105.hzoii-1476255_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-50.105.hzoii-1476255.fits"">2D Fits spectrum</a>"
L393789,149.981979,1.890989,16,23.68,23.21,0.9290,4,2.0,"[OII],[NeIII],Hd,Hg,Hb,[OIII]d","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-10.063.OPT_var57974_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-10.063.OPT_var57974_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-10.063.OPT_var57974_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-10.063.OPT_var57974.fits"">2D Fits spectrum</a>"
L987312,149.982040,2.804512,128,22.47,20.82,1.1520,4,2.0,"MgII(abs),[OII]d,K","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m4bd.049.MIPS_19360.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m4bd.049.MIPS_19360.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m4bd.049.MIPS_19360.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m4bd.049.MIPS_19360.fits"">2D Fits spectrum</a>"
L526965,149.982086,2.102417,192,24.20,20.90,1.6000,1,1.5,MgII(abs)?,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-22.068.f144401_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-22.068.f144401_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-22.068.f144401_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-22.068.f144401.fits"">2D Fits spectrum</a>"
L570517,149.982117,2.167420,160,22.48,21.34,0.9579,4,2.0,"[OII]d,K,Hb,[OIII]","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-26.089.24_3768_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-26.089.24_3768_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-26.089.24_3768_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-26.089.24_3768.fits"">2D Fits spectrum</a>"
L787318,149.982193,2.495056,256,23.88,23.87,0.5510,4,2.0,"Hb,[OIII]d","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.CD-14.067.sV-1485220.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.CD-14.067.sV-1485220.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.CD-14.067.sV-1485220.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.CD-14.067.sV-1485220.fits"">2D Fits spectrum</a>"
L331597,149.982452,1.793278,2,22.58,22.42,null,0,0.0,null,null,null,null,null
L738007,149.982483,2.419244,8,23.82,22.48,1.4580,3,2.0,[OII]d,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-42.100.hzoii-1251759_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-42.100.hzoii-1251759_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-42.100.hzoii-1251759_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-42.100.hzoii-1251759.fits"">2D Fits spectrum</a>"
L614929,149.982544,2.234908,128,25.54,23.92,0.9591,4,2.0,"[OII]d,Hb,[OIII]d","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-30.080.JK_24_44286_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-30.080.JK_24_44286_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-30.080.JK_24_44286_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-30.080.JK_24_44286.fits"">2D Fits spectrum</a>"
L1044901,149.982636,2.887669,128,23.47,20.81,0.8960,4,2.0,"[OII],K,Hb,[OIII]d","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.LAE-164.077.24_46453_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.LAE-164.077.24_46453_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.LAE-164.077.24_46453_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.LAE-164.077.24_46453.fits"">2D Fits spectrum</a>"
L856298,149.982880,2.596333,2,21.22,20.17,0.6670,4,2.0,null,null,null,null,null
L798386,149.983124,2.512189,512,24.40,21.72,1.5865,1,1.5,MgII?,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.CD-14.031.chandra_985.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.CD-14.031.chandra_985.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.CD-14.031.chandra_985.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.CD-14.031.chandra_985.fits"">2D Fits spectrum</a>"
L672310,149.983170,2.318932,128,23.05,20.22,0.9370,4,2.0,"[OII]d,H+K,G,Hg(abs)","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-38.086.JK_24_37745_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-38.086.JK_24_37745_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-38.086.JK_24_37745_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-38.086.JK_24_37745.fits"">2D Fits spectrum</a>"
null,149.983170,2.318932,2,null,null,1.0040,2,1.0,[OII]? 2nd,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-38.086.JK_24_37745_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-38.086.JK_24_37745_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-38.086.JK_24_37745_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-38.086.JK_24_37745.fits"">2D Fits spectrum</a>"
L615520,149.983215,2.234950,1,23.27,23.10,0.5410,4,2.0,"Hb,[OIII]","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-30.080.serendip1.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-30.080.serendip1.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-30.080.serendip1.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-30.080.JK_24_44286.fits"">2D Fits spectrum</a>"
L803901,149.983276,2.519934,1,23.93,24.30,0.4270,4,2.0,"Hb,[OIII]d,Ha","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-50.084.serendip_new.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-50.084.serendip_new.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-50.084.serendip_new.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-50.084.F1179.fits"">2D Fits spectrum</a>"
L791108,149.983292,2.501733,256,24.93,23.81,null,0,0.0,null,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-46.058.Gd-1484693_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-46.058.Gd-1484693_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-46.058.Gd-1484693_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-46.058.Gd-1484693.fits"">2D Fits spectrum</a>"
L935764,149.983340,2.720694,192,22.80,20.24,1.2500,2,1.5,null,null,null,null,null
L785007,149.983340,2.491083,2,25.09,22.08,1.4560,2,1.5,null,null,null,null,null
L856012,149.983383,2.599383,256,24.75,26.29,3.9200,3,2.0,Lya(skewed),"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-54.056.Gd-1470575_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-54.056.Gd-1470575_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-54.056.Gd-1470575_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-54.056.Gd-1470575.fits"">2D Fits spectrum</a>"
L468717,149.983643,2.008966,2,22.48,20.15,1.3600,4,2.0,H+K,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-18.080.F1221_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-18.080.F1221_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-18.080.F1221_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-18.080.F1221.fits"">2D Fits spectrum</a>"
L425419,149.983673,1.941956,128,25.41,22.72,1.4440,1,1.5,"MgII(abs),[OII]?","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-14.099.24_13203_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-14.099.24_13203_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-14.099.24_13203_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-14.099.24_13203.fits"">2D Fits spectrum</a>"
L342276,149.983749,1.806695,2,20.48,19.02,0.4799,4,2.0,"Hb(abs),NaI,Ha(abs)",null,null,null,null
L820037,149.983800,2.543556,2,22.50,21.46,0.9770,2,1.5,null,null,null,null,null
L1015260,149.983821,2.841428,2,17.90,18.15,0.0000,4,2.0,star,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m4bd.069.2476.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m4bd.069.2476.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m4bd.069.2476.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m4bd.069.2476.fits"">2D Fits spectrum</a>"
L265115,149.983861,1.685869,704,23.15,20.57,1.4960,1,1.5,[OII]d?,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m39bd.010.lid_3625.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m39bd.010.lid_3625.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m39bd.010.lid_3625.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m39bd.010.lid_3625.fits"">2D Fits spectrum</a>"
C576452,149.983948,1.914317,256,26.15,null,4.8440,3,2.0,Lya(skewed),"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.CLAE-9.000.N7bb-42-10805_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.CLAE-9.000.N7bb-42-10805_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.CLAE-9.000.N7bb-42-10805_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.CLAE-9.000.N7bb-42-10805.fits"">2D Fits spectrum</a>"
L719522,149.983960,2.389028,128,22.63,20.86,1.0630,2,1.5,null,null,null,null,null
L541969,149.983994,2.126861,256,26.98,null,4.1770,3,2.0,Lya(skewed),"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-26.008.COSMOS_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-26.008.COSMOS_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-26.008.COSMOS_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-26.008.COSMOS.066_00.fits"">2D Fits spectrum</a>"
L803734,149.984120,2.519976,2,24.22,22.23,2.8187,1,1.5,CIII]?,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-50.084.F1179_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-50.084.F1179_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-50.084.F1179_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-50.084.F1179.fits"">2D Fits spectrum</a>"
L900979,149.984161,2.668284,1,23.87,21.90,1.0025,9,1.5,Hg?,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-58.052.serendip_new.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-58.052.serendip_new.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-58.052.serendip_new.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-58.052.Vd-1704344.fits"">2D Fits spectrum</a>"
C1485234,149.984170,2.496167,2,21.25,20.61,0.3400,4,2.0,null,null,null,null,null
L845242,149.984250,2.580722,2,21.98,20.34,0.6980,2,1.5,null,null,null,null,null
