ID,ra,dec,sel,imag,kmag,zspec,Qf,Q,Remarks,fits1d,ascii1d,jpg1d,fits2d
L929758,149.975670,2.710639,2,21.77,20.21,0.7280,4,2.0,null,null,null,null,null
L575574,149.975937,2.176289,256,25.40,27.12,3.7000,1,1.5,null,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-26.010.COSMOS_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-26.010.COSMOS_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-26.010.COSMOS_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-26.010.COSMOS.066_10.fits"">2D Fits spectrum</a>"
L578087,149.976013,2.180356,256,25.55,23.87,null,0,0.0,null,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.CLAE-1.036.V-13562_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.CLAE-1.036.V-13562_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.CLAE-1.036.V-13562_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.CLAE-1.036.V-13562.fits"">2D Fits spectrum</a>"
L734678,149.976044,2.410525,65,20.99,19.40,0.7310,4,2.0,"[OII]d,K,Hb,[OIII]d","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-42.090.serendip1.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-42.090.serendip1.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-42.090.serendip1.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-42.090.JK_24_38208.fits"">2D Fits spectrum</a>"
L870273,149.976120,2.621181,16,23.44,21.87,1.0030,4,2.0,"[OII]d,[NeIII],Hb","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-54.069.OPT_var14674_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-54.069.OPT_var14674_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-54.069.OPT_var14674_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-54.069.OPT_var14674.fits"">2D Fits spectrum</a>"
L864942,149.976130,2.608583,192,21.12,19.24,0.7330,4,2.0,null,null,null,null,null
L606572,149.976135,2.219642,129,20.89,20.25,0.6665,4,2.0,"[OII]d,K,Hg,Hb,[OIII]d","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-30.016.serendip1.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-30.016.serendip1.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-30.016.serendip1.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-30.016.Gd-1030399.fits"">2D Fits spectrum</a>"
L395599,149.976240,1.892958,128,22.62,20.62,1.0210,3,2.0,"[OII],H","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m31be.050.MIPS_4573.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m31be.050.MIPS_4573.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m31be.050.MIPS_4573.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m31be.050.MIPS_4573.fits"">2D Fits spectrum</a>"
L664428,149.976417,2.308475,2,23.08,20.96,0.9300,4,2.0,"[NeV]?,H+K,G,Hb(abs)?","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.cos-52.007.cluster_z_0.92_1.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.cos-52.007.cluster_z_0.92_1.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.cos-52.007.cluster_z_0.92_1.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.cos-52.007.cluster_z_0.92_1.fits"">2D Fits spectrum</a>"
L373541,149.976563,1.860444,256,25.68,25.12,0.7930,4,2.0,"[OII]?,[OIII]d","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.CLAE-9.001.N7bb-42-25664_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.CLAE-9.001.N7bb-42-25664_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.CLAE-9.001.N7bb-42-25664_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.CLAE-9.001.N7bb-42-25664.fits"">2D Fits spectrum</a>"
L366762,149.976704,1.848374,512,24.61,21.64,null,0,0.0,null,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m31be.017.cid_3468.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m31be.017.cid_3468.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m31be.017.cid_3468.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m31be.017.cid_3468.fits"">2D Fits spectrum</a>"
L373184,149.976880,1.859023,1,23.18,23.51,1.4195,3,2.0,[OII]d,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-10.072.serendip.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-10.072.serendip.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-10.072.serendip.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-10.072.OPT_var58426.fits"">2D Fits spectrum</a>"
L782146,149.976883,2.486686,512,22.74,21.30,2.0890,19,1.5,MgII(br),"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-46.023.chandra_1913_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-46.023.chandra_1913_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-46.023.chandra_1913_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-46.023.chandra_1913.fits"">2D Fits spectrum</a>"
L883653,149.976920,2.637111,128,20.86,19.51,0.4380,3,2.0,null,null,null,null,null
L935097,149.976920,2.720556,2,24.06,20.94,1.2520,2,1.5,null,null,null,null,null
L1027351,149.976944,2.863538,128,23.30,21.23,1.0030,4,2.0,"[OII]d,[NeIII]?,H+K","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.LAE-164.049.24_23050_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.LAE-164.049.24_23050_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.LAE-164.049.24_23050_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.LAE-164.049.24_23050.fits"">2D Fits spectrum</a>"
L425011,149.977005,1.939722,2,22.10,19.91,0.7900,4,2.0,"K,Hb","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-14.081.F1205_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-14.081.F1205_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-14.081.F1205_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-14.081.F1205.fits"">2D Fits spectrum</a>"
L604987,149.977051,2.219808,256,25.50,23.76,null,0,0.0,null,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-30.016.Gd-1030399_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-30.016.Gd-1030399_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-30.016.Gd-1030399_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-30.016.Gd-1030399.fits"">2D Fits spectrum</a>"
L968842,149.977090,2.780389,2,23.84,20.74,1.3760,2,1.5,null,null,null,null,null
L869797,149.977127,2.621056,1,24.09,23.68,0.9940,3,2.0,"[OII],Hg","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-54.069.serendip_new.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-54.069.serendip_new.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-54.069.serendip_new.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-54.069.OPT_var14674.fits"">2D Fits spectrum</a>"
L819110,149.977158,2.542772,16,23.68,22.72,1.0140,3,2.0,[OII]d,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-50.075.OPT_var14786_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-50.075.OPT_var14786_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-50.075.OPT_var14786_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-50.075.OPT_var14786.fits"">2D Fits spectrum</a>"
L451489,149.977203,1.984078,256,24.66,23.37,3.8200,1,1.5,"SiIVd,CIV??","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-18.048.m45-811827_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-18.048.m45-811827_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-18.048.m45-811827_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-18.048.m45-811827.fits"">2D Fits spectrum</a>"
L628137,149.977203,2.254600,256,26.28,24.76,5.6850,3,2.0,Lya(skewed),"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.CLAE-1.009.N8jp-66-40_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.CLAE-1.009.N8jp-66-40_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.CLAE-1.009.N8jp-66-40_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.CLAE-1.009.N8jp-66-40.fits"">2D Fits spectrum</a>"
L366855,149.977219,1.848056,2,22.50,20.64,1.0205,4,2.0,"[OII],K,Hg?",null,null,null,null
L675082,149.977390,2.325240,1,23.57,23.08,0.5875,4,2.0,"K,Hb,[OIII]d","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.cos-52.051.serendip1.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.cos-52.051.serendip1.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.cos-52.051.serendip1.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.cos-52.051.HiZELS-COSMOS-NB.fits"">2D Fits spectrum</a>"
L606581,149.977417,2.221544,64,23.98,20.79,1.4570,1,1.5,[OII]?,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.CLAE-1.037.r1514_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.CLAE-1.037.r1514_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.CLAE-1.037.r1514_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.CLAE-1.037.r1514.fits"">2D Fits spectrum</a>"
L313660,149.977625,1.763553,224,23.47,20.57,0.9260,3,2.0,"[OII],H+K,G","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m36be.023.civ_1580.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m36be.023.civ_1580.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m36be.023.civ_1580.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m36be.023.civ_1580.fits"">2D Fits spectrum</a>"
L725012,149.977753,2.397728,672,23.43,21.21,1.4560,3,2.0,[OII]d,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-42.045.chandra_498_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-42.045.chandra_498_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-42.045.chandra_498_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-42.045.chandra_498.fits"">2D Fits spectrum</a>"
L373384,149.977814,1.859178,16,23.20,22.81,0.0000,4,2.0,star,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-10.072.OPT_var58426_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-10.072.OPT_var58426_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-10.072.OPT_var58426_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-10.072.OPT_var58426.fits"">2D Fits spectrum</a>"
L901268,149.977814,2.669794,256,24.71,23.78,4.6440,3,2.0,Lya(skewed),"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-58.029.Rd-1704752_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-58.029.Rd-1704752_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-58.029.Rd-1704752_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-58.029.Rd-1704752.fits"">2D Fits spectrum</a>"
L522467,149.977844,2.094298,128,22.00,20.69,0.8950,4,2.0,"[OII],H+K,G,Hg,Hb,[OIII]d","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-22.095.24_28331_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-22.095.24_28331_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-22.095.24_28331_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-22.095.24_28331.fits"">2D Fits spectrum</a>"
L794164,149.977844,2.504206,704,22.81,20.29,1.1710,4,2.0,"[OII],H+K","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.CD-14.033.chandra_1242.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.CD-14.033.chandra_1242.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.CD-14.033.chandra_1242.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.CD-14.033.chandra_1242.fits"">2D Fits spectrum</a>"
L870174,149.977905,2.621433,16,24.04,23.22,0.9990,4,2.0,"[OII]d,[NeIII],Hg","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-54.068.OPT_var14674_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-54.068.OPT_var14674_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-54.068.OPT_var14674_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-54.068.OPT_var14674.fits"">2D Fits spectrum</a>"
L567856,149.977905,2.163264,128,24.37,21.17,1.6310,2,1.5,"MgII(abs),[OII]?","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-26.064.f158032_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-26.064.f158032_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-26.064.f158032_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-26.064.f158032.fits"">2D Fits spectrum</a>"
L576372,149.978302,2.177600,256,25.22,null,5.6620,3,2.0,Lya(skewed),"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.CLAE-1.010.N8jp-66-41_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.CLAE-1.010.N8jp-66-41_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.CLAE-1.010.N8jp-66-41_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.CLAE-1.010.N8jp-66-41.fits"">2D Fits spectrum</a>"
L670348,149.978348,2.318472,288,24.49,24.20,3.9660,4,2.0,null,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-38.014.Gd-1267552_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-38.014.Gd-1267552_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-38.014.Gd-1267552_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-38.014.Gd-1267552.fits"">2D Fits spectrum</a>"
L182203,149.978470,1.556333,2,21.99,19.74,1.0300,4,2.0,"H+K,G","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.CLAE-6.051.Z-18-223434_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.CLAE-6.051.Z-18-223434_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.CLAE-6.051.Z-18-223434_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.CLAE-6.051.Z-18-223434.fits"">2D Fits spectrum</a>"
L145189,149.978684,1.504353,2,22.16,21.13,0.8930,4,2.0,"[OII],K,Hg","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.CLAE-6.058.Z-18-234325_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.CLAE-6.058.Z-18-234325_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.CLAE-6.058.Z-18-234325_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.CLAE-6.058.Z-18-234325.fits"">2D Fits spectrum</a>"
L674106,149.978771,2.323907,256,24.41,23.06,1.4610,4,2.0,"MgII(abs),[OII]d","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.cos-52.051.HiZELS-COSMOS-NB.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.cos-52.051.HiZELS-COSMOS-NB.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.cos-52.051.HiZELS-COSMOS-NB.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.cos-52.051.HiZELS-COSMOS-NB.fits"">2D Fits spectrum</a>"
L266092,149.978790,1.687017,128,22.72,20.87,1.0160,4,2.0,"[OII],H+K","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m39bd.055.MIPS_28165.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m39bd.055.MIPS_28165.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m39bd.055.MIPS_28165.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m39bd.055.MIPS_28165.fits"">2D Fits spectrum</a>"
L764772,149.978836,2.460289,16,24.72,22.79,1.4570,3,2.0,[OII],"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-46.074.OPT_var14668_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-46.074.OPT_var14668_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-46.074.OPT_var14668_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-46.074.OPT_var14668.fits"">2D Fits spectrum</a>"
L870157,149.979111,2.621141,1,23.53,22.33,1.0020,2,1.5,[OII],"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-54.068.serendip_new.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-54.068.serendip_new.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-54.068.serendip_new.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-54.068.OPT_var14674.fits"">2D Fits spectrum</a>"
L328419,149.979202,1.788997,256,26.46,25.55,5.7160,3,2.0,Lya(skewed),"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.CLAE-9.007.N8jp-30-42_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.CLAE-9.007.N8jp-30-42_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.CLAE-9.007.N8jp-30-42_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.CLAE-9.007.N8jp-30-42.fits"">2D Fits spectrum</a>"
L926908,149.979210,2.706083,128,20.95,19.84,0.6470,4,2.0,null,null,null,null,null
L956285,149.979300,2.754278,2,21.55,20.32,0.3220,4,2.0,null,null,null,null,null
L731479,149.979380,2.408195,2,22.60,20.88,0.8650,4,2.0,null,null,null,null,null
L899194,149.979385,2.663267,32,21.14,20.71,0.7360,4,2.0,"[OII],K,Hg,Hb,[OIII]d","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-58.094.PACS34304_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-58.094.PACS34304_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-58.094.PACS34304_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-58.094.PACS34304.fits"">2D Fits spectrum</a>"
L665286,149.979446,2.309050,512,24.26,21.18,1.4560,13,2.0,[OII](br),"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-34B.032.XMMC_70138_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-34B.032.XMMC_70138_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-34B.032.XMMC_70138_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-34B.032.XMMC_70138.fits"">2D Fits spectrum</a>"
L172047,149.979599,1.542369,512,22.85,21.11,0.6230,4,2.0,"[OII]d,H+K,[OIII]","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn46.010.lid_3611.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn46.010.lid_3611.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn46.010.lid_3611.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn46.010.lid_3611.fits"">2D Fits spectrum</a>"
L377867,149.979675,1.865364,16,23.78,20.98,1.4170,3,2.0,[OII](d?),"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-10.070.OPT_var58356_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-10.070.OPT_var58356_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-10.070.OPT_var58356_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-10.070.OPT_var58356.fits"">2D Fits spectrum</a>"
L880016,149.979843,2.635639,256,25.03,23.78,4.5380,3,2.0,Lya(skewed),"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-54.050.Vd-1708971_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-54.050.Vd-1708971_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-54.050.Vd-1708971_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-54.050.Vd-1708971.fits"">2D Fits spectrum</a>"
L962307,149.979920,2.766028,2,24.97,23.79,0.3540,2,1.0,null,null,null,null,null
L758168,149.979920,2.449278,2,23.88,22.10,1.4570,2,1.5,null,null,null,null,null
